27617,325117
25844,70628
25249,909321
24980,528283
24731,433532
24316,072948
24382,952255
23861,499411
24181,425725
23613,324085
23140,260304
23016,85451
22799,319855
22663,600284
22208,873776
21768,97035
21580,945702
21768,251743
21724,095928
21428,163733
21486,779469
21219,118758
21119,436894
21069,868476
20916,077772
20739,669727
20635,9671
20274,173254
20098,709038
19811,381181
19461,033348
19292,62929
18876,975959
18421,037934
18131,779962
18011,333486
17870,260712
17966,537133
17544,330474
17493,235592
17572,978843
17747,897118
17398,007143
17235,804665
16944,845521
16426,061592
16294,924419
16294,924419
16294,924419
16233,96852
16233,96852
16233,96852
16233,96852
16233,96852
16233,96852
16233,96852
16233,96852
16233,96852
16233,96852
16233,96852
16233,96852
16233,96852
16233,96852
16233,96852
16225,727735
16246,550738
16100,120748
16036,254683
16113,827573
15952,430662
15996,003035
16006,670199
15831,124019
15957,051045
15780,505486
16056,164934
15871,423248
15806,110981
15835,703825
15860,035253
15810,090348
15789,685005
15675,814258
15607,962671
15666,187497
15680,711128
15832,103166
15722,659275
15452,003585
15514,326103
15426,872179
15479,325997
15454,494835
15484,707506
15427,742292
15487,65876
15406,275575
15437,217862
15517,145389
15421,986341
15560,241038
15439,332303
15382,335889
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
15361,08637
